date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:03	12034/12034	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:39%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/bg-doktorka.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/bg-doktorka.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:03	5492/5492	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Jan%202016%2015:43:37%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/signature.png	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/signature.png	(from http://medicare.bold-themes.com/clinic)
21:05:04	57871/57871	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:03%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-centered-menu/horizontal-centered-menu-with-widgets/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-centered-menu/horizontal-centered-menu-with-widgets/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:06	58944/58944	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:04%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/horizontal-left-menu-with-widgets/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/horizontal-left-menu-with-widgets/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:06	57865/57865	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:04%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:11	58019/58019	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:06%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/horizontal-left-below-logo/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/horizontal-left-below-logo/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:21	106590/106590	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:11%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-1.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-1.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:25	91395/91395	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:07%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-2.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-2.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:28	183189/183189	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Jan%202016%2015:43:43%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/doktorka.png	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/doktorka.png	(from http://medicare.bold-themes.com/clinic)
21:05:36	109708/109708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:02%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-3.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-3.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:36	45848/45848	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:44:08%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_288977717-640x480.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_288977717-640x480.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:37	99059/99059	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:42:57%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-4.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/pic-team-4.jpg	(from http://medicare.bold-themes.com/clinic)
